0.000000 0.346388 0.354727
0.185190 0.266088 0.275148
0.591683 -0.223695 -0.198592
0.799852 -0.212618 -0.271802
0.859137 -0.267032 -0.267904
1.429778 0.283056 0.274095
1.419007 0.273572 0.262339
2.001026 -0.102461 -0.075739
2.100199 -0.186207 -0.172665
2.466700 -0.255392 -0.251300
2.658049 -0.200972 -0.121621
2.820336 0.064727 0.076956
3.131873 0.388659 0.359852
3.668120 -0.194553 -0.191810
3.808371 -0.262812 -0.260671
4.119131 -0.194233 -0.192323
4.374422 0.052913 0.092240
4.455327 0.205476 0.202050
4.777602 0.247064 0.310292
5.219602 -0.227892 -0.197840
5.306604 -0.166072 -0.245692
5.642714 -0.212094 -0.205718
5.819562 -0.037054 -0.037151
6.192089 0.347199 0.359105
6.325409 0.247977 0.306121
6.616562 -0.086042 -0.060177
6.965632 -0.223887 -0.271589
7.224494 -0.193701 -0.177679
7.280846 -0.217357 -0.127769
7.553707 0.240290 0.217860
7.981110 0.222976 0.176400
8.129885 -0.036914 -0.024115
8.258938 -0.125425 -0.161608
8.745747 -0.169696 -0.194037
8.906671 -0.010297 -0.035788
9.019209 0.114484 0.114060
9.575839 0.096700 0.105643
9.681663 -0.040515 -0.035019
9.982294 -7.396475 -0.261172
10.223791 -0.230539 -0.233320
10.411442 -0.121251 -0.080812
10.768819 0.430731 0.340989
10.963644 0.243108 0.297711
11.404902 -0.232492 -0.206802
11.566950 -0.235028 -0.269205
11.838075 -0.183036 -0.189445
12.280032 0.332465 0.319811
12.459474 0.350029 0.334898
12.738282 0.038478 0.002184
13.084318 -0.240795 -0.264899
13.208849 -0.288076 -0.266960
13.275359 -0.246654 -0.248456
13.812209 0.411014 0.311016
13.969643 0.351803 0.351448
14.337882 -0.084063 -0.067546
14.662682 -0.252179 -0.270311
14.723765 -0.251060 -0.270638
15.021548 -0.094449 -0.101478
15.431007 0.370238 0.355024
15.492900 0.426201 0.357331
15.799484 0.019526 0.034955
16.156569 -0.278001 -0.261750
16.434256 -0.197003 -0.211778
16.587030 -0.053727 -0.076764
16.792673 0.194601 0.193383
17.103403 0.335066 0.324737
17.343583 0.033218 0.033481
17.705557 -0.248245 -0.263194
17.885482 -0.294652 -0.255127
18.164585 -0.029744 -0.035894
18.577490 0.358487 0.357630
18.684166 0.328308 0.292443
19.161100 -0.230798 -0.230764
19.159411 -0.255348 -0.229893
19.301549 -0.321405 -0.271135
19.662253 -0.039005 -0.088806
19.985837 0.373060 0.312388
20.225476 0.260760 0.294074
20.680300 -0.209615 -0.217617
20.906863 -0.269933 -0.269474
21.325525 0.019692 0.062130
21.310315 0.052133 0.041467
21.481352 0.286303 0.266049
21.921705 0.189117 0.103063
22.196098 -0.173579 -0.200254
22.513500 -0.265461 -0.255443
22.716519 -0.079468 -0.122151
23.007128 0.217144 0.246421
23.159483 0.372864 0.358215
23.462007 0.051901 0.106792
23.713726 -0.231786 -0.181785
24.030305 -0.248831 -0.262747
24.279123 -0.069172 -0.101931
24.424099 0.023619 0.079382
24.749530 0.350249 0.357622
25.020360 -8.727086 0.085583
25.161521 -0.101258 -0.092983
25.653686 -0.302087 -0.233372
25.745090 -0.151161 -0.174015
26.015279 0.138915 0.145827
26.461606 0.160075 0.222430
26.638377 -0.040245 -0.014641
27.272924 -0.242990 -0.185832
27.113141 -0.280936 -0.263484
27.403995 -0.096715 -0.058294
27.577777 0.108475 0.172284
27.891246 0.355911 0.333775
28.257413 -0.461875 -0.103602
28.515644 -0.260147 -0.265172
28.789197 -0.223575 -0.204740
29.139758 0.287767 0.197415
29.217884 0.305186 0.288610
29.496080 0.325899 0.281532
29.641524 0.109996 0.096401
30.059265 -0.133640 -0.265298
30.313546 -0.217294 -0.216494
30.654936 0.190900 0.160352
30.852480 0.341360 0.352246
31.050152 0.451997 0.269826
31.423818 -0.249599 -0.177957
31.694603 -0.271998 -0.270821
32.182244 0.123908 0.138924
32.064853 0.001671 -0.019362
32.528501 0.314312 0.328247
32.736624 0.080147 0.083840
32.891505 -0.129326 -0.108948
33.238388 -0.302880 -0.270756
33.555685 -0.083076 -0.081661
33.701169 0.086386 0.105710
33.971111 0.384518 0.359682
34.370284 -0.017124 -0.035784
34.582600 -0.272228 -0.226286
34.818065 -0.228801 -0.265622
35.144647 -0.056501 -0.027149
35.338908 0.203673 0.231761
35.682374 0.274852 0.266306
35.905188 -0.014910 -0.025745
36.005813 -0.174929 -0.137126
36.375200 -0.252111 -0.262533
36.588361 -0.155967 -0.136922
36.930561 0.280070 0.286292
37.190418 0.301004 0.301623
37.570594 -0.149321 -0.156983
37.666311 -0.216830 -0.225039
37.903041 -0.316262 -0.265822
38.218777 -0.007602 -0.041776
38.411618 0.217684 0.215224
38.845981 0.173102 0.169865
39.036247 -0.066607 -0.079384
39.366821 -0.260472 -0.271504
39.482287 -0.311799 -0.256764
39.697134 -0.127641 -0.114444
39.992638 0.289742 0.260807
40.373896 0.192986 0.189955
40.573680 2.551391 -0.073066
40.578957 -0.112360 -0.079056
41.093082 -0.230028 -0.228570
41.318098 -0.032537 -0.025336
41.590499 0.326897 0.314594
41.804623 0.302176 0.314460
42.189359 -0.116783 -0.147852
42.407587 -0.347740 -0.266140
42.548461 -0.319224 -0.262228
43.130176 0.299561 0.311833
43.321760 0.341144 0.333445
43.586248 0.014484 0.017952
43.635249 -0.051430 -0.044286
43.994960 -0.273670 -0.271461
44.259346 -0.093859 -0.175413
44.665124 0.362173 0.304856
44.952491 0.261155 0.252643
45.051490 0.147466 0.124087
45.320151 -0.253674 -0.185165
45.616337 -0.252116 -0.266147
45.686588 -0.204956 -0.245189
46.384181 0.362179 0.346573
46.438098 0.431414 0.310722
46.601992 0.191982 0.113726
46.988803 -0.261764 -0.253581
47.283430 -0.243629 -0.218343
47.478903 -0.098440 -0.039183
47.770133 0.324320 0.320662
48.049581 0.236683 0.239594
48.240812 -2.174461 -0.015194
48.643729 -0.290945 -0.271891
48.796773 -0.240523 -0.234314
49.052373 -0.027727 -0.000803
49.227727 0.241868 0.233979
49.429032 0.324397 0.359083
49.945939 -0.280199 -0.182718
50.191405 -0.287327 -0.271819
50.443824 -0.159067 -0.165173
50.775397 0.212137 0.239616
50.779755 0.210017 0.244803
51.180613 0.180541 0.182393
51.344681 -0.065826 -0.037498
51.558485 -0.223995 -0.227833
52.023176 -0.163133 -0.132313
52.101724 -0.055529 -0.046687
52.301343 0.213349 0.218661
